"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"K2601","3","definition","6","Peut conduire le véhicule funéraire et assurer la sécurité du convoi"
"K2601","3","definition","7","Assiste et soutient les familles en deuil durant les cérémonies"
"K2601","4","acces_metier","1","Cet emploi est accessible sans qualification particulière, mais des formations spécifiques peuvent néanmoins être utiles. La possession d''un permis de conduire catégorie B est souvent nécessaire."
"K2602","3","definition","1","Le conseiller funéraire est essentiel au service des familles en deuil."
"K2602","3","definition","2","Accompagne les familles dans l''organisation des obsèques"
"K2602","3","definition","3","Conseille sur les différentes prestations funéraires disponibles"
"K2602","3","definition","4","Gère les formalités administratives liées au décès"
"K2602","3","definition","5","Assure la coordination entre les différents intervenants (cimetière, crématorium, etc.)"
"K2602","3","definition","6","Propose des solutions personnalisées adaptées aux besoins et aux budgets"
"K2602","3","definition","7","Peut participer à la vente de monuments et d''articles funéraires"
"K2602","4","acces_metier","1","Cet emploi est accessible avec la formation de conseiller funéraire et assimilé."
"K2603","3","definition","1","Le Thanatopracteur, un professionnel essentiel au respect des derniers hommages."
"K2603","3","definition","2","Réalise l''ensemble des soins de conservation"
"K2603","3","definition","3","Se charge de la présentation et de l''habillage du défunt selon les souhaits de la famille et les protocoles funéraires"
"K2603","3","definition","4","Utilise des techniques d''embaumement conformes aux normes sanitaires"
"K2603","3","definition","5","Maintient un environnement de travail propre et sécurisé"
"K2603","4","acces_metier","1","Ce métier est accessible avec le Diplôme national de thanatopracteur, obligatoire pour exercer."
"K2603","4","acces_metier","2","Un casier judiciaire exempt de toute mention contradictoire est exigé."
"K2604","3","definition","1","L'' agent de crématorium gère les cérémonies des derniers adieux au défunt, assurant dignité et respect."
"K2604","3","definition","2","Opère et surveille les équipements de crémation pour garantir leur bon fonctionnement"
"K2604","3","definition","3","Accueille les familles en deuil et les assiste durant les cérémonies"
"K2604","3","definition","4","Maintient les installations du crématorium propres et sécurisées"
"K2604","3","definition","5","Respecte les normes de santé et de sécurité strictes pour prévenir tout risque sanitaire"
"K2604","3","definition","6","Gère les documents administratifs nécessaires à la crémation"
"K2604","3","definition","7","Peut conseiller les familles sur les différentes options de services funéraires disponibles"
"K2604","4","acces_metier","1","Aucun diplôme spécifique n''est requis pour accéder à ce métier. En effet, vous pouvez exercer le métier d''agent de crématorium sans diplôme, avec un niveau de 3e ou un CAP."
"K2604","4","acces_metier","2","Toutefois, il faut suivre une formation de 40 heures dans les 6 mois qui suivent le recrutement. Cette formation est souvent prise en charge par l''entreprise qui recrute."
"K2605","3","definition","1","Le maître de cérémonie funéraire orchestre avec respect et dignité les derniers adieux."
"K2605","3","definition","2","Organise et supervise les cérémonies funéraires en respectant les volontés de la famille"
"K2605","3","definition","3","Coordonne les différentes étapes de la cérémonie, de l''accueil des familles à la conduite du cortège"
"K2605","3","definition","4","Assure la liaison entre la famille, les services funéraires et les autorités religieuses ou laïques"
"K2605","3","definition","5","Veille au bon déroulement de la cérémonie et à la satisfaction des besoins des proches du défunt"
"K2605","3","definition","6","Peut participer à la préparation des hommages et à la personnalisation de la cérémonie"
"K2605","3","definition","7","Respecte et fait respecter les normes et réglementations en vigueur dans le domaine funéraire"
"K2605","4","acces_metier","1","Cet emploi est accessible avec une formation spécifique en gestion de cérémonies funéraires."
"K2606","3","definition","1","Le Directeur d''entreprise funéraire dirige avec dignité et respect les services funéraires, assurant un soutien essentiel aux familles en deuil."
"K2606","3","definition","2","Organise et supervise les cérémonies funéraires en respectant les volontés des défunts et de leurs familles"
"K2606","3","definition","3","Gère l''administration et la logistique des services funéraires, incluant la préparation des lieux et des équipements nécessaires"
"K2606","3","definition","4","Assure la formation et le management de l''équipe pour garantir un service professionnel et empathique"
"K2606","3","definition","5","Développe et maintient des relations avec les fournisseurs pour assurer la qualité des produits et services funéraires"
"K2606","3","definition","6","Veille au respect des normes réglementaires et éthiques du secteur funéraire"
"K2606","3","definition","7","Propose des services personnalisés pour répondre aux besoins spécifiques des familles endeuillées"
"K2606","4","acces_metier","1","Ce métier est accessible avec un Diplôme universitaire en gestion d''entreprise ou une Certification de conseiller funéraire, spécifiquement requise pour exercer. Une formation en droit funéraire peut être un atout. Les responsabilités incluent la gestion d''entreprise et le respect des normes légales du secteur funéraire."
"L1101","3","definition","1","Le Disc-Jockey anime des événements, des soirées, des clubs ou des émissions de radio en sélectionnant et en mixant des morceaux de musique."
"L1101","3","definition","2","Crée des ambiances, des morceaux originaux avec des logiciels spécifiques"
"L1101","3","definition","3","Interagit avec le public et adapte son set en fonction de l''énergie de la salle"
"L1101","3","definition","4","Gère la sonorisation et l''éclairage pour créer une ambiance adaptée à l''événement"
"L1101","3","definition","5","Maîtrise parfaitement tous les genres musicaux, les tendances actuelles et les classiques intemporels"
"L1101","3","definition","6","Possède un matériel spécifique personnel (platines vinyles, tables de mixage, contrôleurs, casque audio...)"
"L1101","4","acces_metier","1","Cet emploi est accessible sans qualification particulière, mais un Titre homologué RNCP d''animateur musical et scénique peut être un atout."
"L1102","3","definition","1","Le mannequin ou modèle pose et défile pour mettre en valeur des vêtements, des accessoires, des produits et répondre aux objectifs commerciaux."
"L1102","3","definition","2","Collabore avec des stylistes, photographes, directeurs artistiques"
"L1102","3","definition","3","Adapte sa posture et ses expressions selon les directives artistiques"
"L1102","3","definition","4","Intervient lors de défilés de mode, de séances photo"
"L1102","3","definition","5","Participe à des castings pour signer des contrats auprès d''agences, de créateurs ou de marques"
"L1102","3","definition","6","Peut participer à des promotions ou des événements spéciaux liés à la mode"
"L1102","4","acces_metier","1","Cet emploi est accessible sans qualification particulière. Une formation en mannequinat peut être délivrée par une agence de mannequins."
"L1103","3","definition","1","L''Animateur d''antenne est chargé d''animer un programme audiovisuel, de fidéliser son audience tout en respectant la ligne éditoriale du média."
"L1103","3","definition","2","Anime et conduit des émissions en direct ou enregistrées, en veillant à respecter le ton et le format de la chaîne"
"L1103","3","definition","3","Prépare le contenu des émissions en collaboration avec une équipe de production, sélectionne les sujets et les invités pertinents"
"L1103","3","definition","4","Interagit avec le public à travers divers moyens y compris les appels en direct, les réseaux sociaux"
